sale_id,company_id,test_id,product_id,revenue
450,9,30,27,50708.65
451,9,28,25,50641.02
452,11,2,4,51330.4
453,11,27,24,19605.05
454,2,14,15,50574.99
455,12,17,18,7853.99
456,8,8,11,10862.63
457,5,16,17,16670.49
458,1,7,10,4733.61
459,3,16,17,40163.14
460,7,18,19,6240.74
461,12,6,9,51272.37
462,7,2,2,39412.03
463,14,3,6,8508.65
464,8,22,22,12505.84
465,12,12,8,3877.25
466,14,16,17,9966.22
467,2,17,18,11118.65
468,6,24,20,35425.47
469,11,21,30,10597.26
470,11,29,26,47915.07
471,14,16,17,13762.32
472,6,23,23,64212.55
473,2,25,21,64951.35
474,12,10,13,2811.71
475,9,27,24,10529.12
476,13,26,28,789.87
477,13,15,16,3706.77
478,7,7,10,8244.54
479,13,11,7,11388.08
480,4,21,30,41674.7
481,10,23,23,21754.01
482,2,20,29,2009.42
483,14,3,6,39595.59
484,1,2,2,31419.52
485,3,2,4,53410.89
486,11,13,14,26094.55
487,10,2,2,1441.41
488,11,9,12,40015.02
489,12,13,14,39928.69
490,1,12,8,29755.39
491,7,14,15,4939.22
492,14,3,6,31295.43
493,7,27,24,25874.59
494,11,9,12,28729.73
495,8,21,30,38102.7
496,13,1,1,11202.83
497,6,22,22,37402.06
498,9,11,7,11947.49
499,1,22,22,4273.47
500,7,1,3,40195.25
501,7,21,30,18728.75
502,7,1,1,13509.99
503,9,27,24,20932.31
504,1,8,11,7259.36
505,14,7,10,9380.07
506,9,6,9,69923.62
507,10,21,30,71885.79
508,13,1,3,22655.51
509,12,26,28,4142.21
510,14,21,30,47544.11
511,12,2,4,7857.56
512,8,8,11,8289.12
513,8,27,24,10800.67
514,9,9,12,7693.49
515,15,27,24,4318.11
516,1,1,1,14133.53
517,13,21,30,53813.41
518,1,23,23,6825.15
519,1,13,14,70816.61
520,6,1,3,36796.3
521,8,2,5,1845.04
522,6,2,5,870.05
523,15,14,15,62687.56
524,9,28,25,44015.65
525,7,25,21,50750.94
526,9,22,22,14867.73
527,15,27,24,14567.14
528,7,1,3,16336.1
529,9,28,25,13525.11
530,4,9,12,19327.07
531,4,28,25,30011.81
532,14,26,28,3480.53
533,6,30,27,59366.41
534,2,10,13,2442.31
535,10,18,19,11771.71
536,7,1,3,27448.15
537,5,13,14,41928.43
538,13,2,4,4596.5
539,10,2,4,61196.21
540,3,27,24,27885.0
541,13,1,3,12711.12
542,1,1,1,18137.48
543,15,12,8,33745.34
544,13,26,28,1836.5
545,9,16,17,30656.99
546,1,9,12,20202.89
547,3,22,22,40777.95
548,5,27,24,27521.34
549,11,15,16,2999.66
550,3,17,18,13321.09
551,8,10,13,1639.15
552,12,2,5,14776.23
553,8,20,29,2345.75
554,6,3,6,31999.46
555,3,11,7,16554.58
556,15,18,19,6944.96
557,3,13,14,61316.6
558,1,7,10,2567.27
559,11,18,19,9132.08
560,6,26,28,2477.95
561,2,11,7,14350.12
562,15,2,2,13010.51
563,10,10,13,4306.45
564,5,24,20,3713.78
565,7,22,22,41226.32
566,4,9,12,20701.8
567,8,16,17,38057.12
568,14,13,14,24218.51
569,5,1,3,13943.78
570,5,25,21,3982.74
571,9,7,10,606.04
572,5,2,2,62490.25
573,10,2,2,31270.77
574,2,10,13,4226.89
575,9,24,20,30205.32
576,1,11,7,35888.13
577,11,7,10,460.89
578,8,6,9,74542.18
579,7,2,2,24893.81
580,7,2,2,19941.35
581,7,10,13,8483.45
582,6,14,15,75473.4
583,12,15,16,4336.11
584,1,22,22,40236.0
585,7,22,22,13355.44
586,10,11,7,10637.69
587,3,17,18,3941.16
588,3,28,25,43346.89
589,15,2,4,67098.59
590,1,30,27,55266.71
591,10,22,22,20985.74
592,10,1,3,1928.99
593,1,20,29,822.86
594,5,2,5,7540.17
595,13,7,10,3942.72
596,7,21,30,42974.73
597,3,6,9,75807.67
598,8,16,17,15164.45
599,5,2,5,20818.75
600,8,1,1,1320.21
601,5,2,4,25489.55
602,9,7,10,484.62
603,8,9,12,20373.94
604,3,27,24,5403.21
605,9,7,10,7436.96
606,2,7,10,4095.33
607,8,2,2,25325.62
608,3,22,22,31721.98
609,7,27,24,6499.88
610,3,21,30,51999.34
611,12,17,18,6985.22
612,15,26,28,2316.14
613,1,1,1,17286.57
614,7,18,19,12150.95
615,14,27,24,8552.74
616,13,10,13,2516.08
617,5,14,15,67435.16
618,3,17,18,19088.35
619,7,10,13,8102.96
620,2,9,12,48265.41
621,2,28,25,1097.98
622,4,14,15,71006.8
623,4,10,13,7421.69
624,12,14,15,57588.99
625,9,13,14,52900.09
626,4,10,13,7926.09
627,11,14,15,82511.76
628,6,3,6,13351.53
629,12,8,11,2476.76
630,10,17,18,1856.51
631,3,29,26,37261.49
632,5,7,10,11487.65
633,7,1,1,4622.66
634,13,10,13,4948.53
635,4,20,29,5598.52
636,13,2,4,23359.64
637,10,27,24,5082.88
638,10,3,6,30018.05
639,9,3,6,10885.91
640,11,22,22,27096.53
641,8,12,8,12611.91
642,15,10,13,382.91
643,1,1,1,14276.95
644,6,21,30,47321.15
645,9,3,6,25925.85
646,6,2,2,49697.63
647,5,10,13,6206.28
648,9,1,1,4065.49
649,7,21,30,68125.18
650,7,13,14,15264.04
651,13,29,26,22416.76
652,12,22,22,42157.13
653,12,29,26,46462.62
654,13,20,29,4170.07
655,8,12,8,18064.48
656,6,22,22,19643.27
657,14,25,21,51052.94
658,10,20,29,3413.98
659,5,7,10,10016.99
660,6,24,20,22628.12
661,13,8,11,2705.83
662,13,29,26,31347.09
663,11,3,6,31998.58
664,13,10,13,505.15
665,9,2,4,64134.38
666,12,10,13,1283.38
667,1,1,3,15181.96
668,5,29,26,39818.06
669,1,16,17,32425.25
670,8,16,17,8732.7
671,1,18,19,11080.05
672,9,23,23,5672.68
673,4,28,25,5276.56
674,9,9,12,51086.74
675,14,9,12,6985.6
676,14,22,22,30719.69
677,9,13,14,32237.26
678,8,2,4,9442.48
679,3,7,10,1609.04
680,13,12,8,12159.21
681,5,16,17,46568.93
682,1,1,1,18201.65
683,1,1,1,3433.47
684,14,11,7,20132.58
685,1,11,7,6368.13
686,4,9,12,46637.49
687,6,18,19,1539.98
688,13,1,3,36920.14
689,10,1,3,5772.59
690,7,28,25,23299.52
691,11,29,26,7378.01
692,13,16,17,53160.44
693,4,23,23,73929.17
694,12,14,15,43066.42
695,5,1,1,19771.04
696,2,1,1,18540.79
697,8,29,26,21902.0
698,5,7,10,3950.78
699,8,7,10,7491.16
700,4,25,21,16512.54
701,15,21,30,12691.73
702,8,28,25,12685.74
703,13,25,21,75690.2
704,9,14,15,50855.96
705,5,20,29,3327.55
706,5,7,10,5997.28
707,7,27,24,22956.83
708,3,20,29,3097.95
709,13,8,11,2455.81
710,9,2,4,58248.83
711,5,1,1,6125.79
712,3,23,23,5537.19
713,15,2,4,15532.62
714,3,21,30,22534.81
715,4,26,28,1915.52
716,7,26,28,1689.38
717,9,26,28,3224.02
718,13,17,18,4872.56
719,4,1,3,44164.73
720,8,15,16,4734.61
721,14,16,17,20903.62
722,1,15,16,295.29
723,5,24,20,19609.68
724,10,15,16,4117.51
725,5,23,23,39315.1
726,9,28,25,6578.45
727,8,16,17,3171.98
728,5,9,12,45886.44
729,12,24,20,17546.06
730,15,13,14,5140.72
731,15,2,2,62951.48
732,12,6,9,16135.73
733,14,2,5,13008.61
734,2,30,27,35788.85
735,15,15,16,552.13
736,12,21,30,20036.04
737,1,29,26,36203.79
738,15,16,17,10296.52
739,13,26,28,1368.9
740,3,13,14,67246.6
741,8,9,12,16565.45
742,4,2,2,52172.36
743,7,14,15,43193.14
744,11,2,4,46286.72
745,9,9,12,17768.84
746,1,28,25,2707.92
747,10,11,7,6362.73
748,7,10,13,6298.61
749,6,2,2,58995.54
750,10,7,10,5932.41
751,3,24,20,32334.05
752,8,2,5,22504.54
753,12,9,12,29315.26
754,6,24,20,23719.31
755,4,21,30,28897.16
756,14,2,5,13866.89
757,12,10,13,3331.25
758,1,2,4,56092.75
759,2,22,22,22209.69
760,1,1,3,34967.94
761,11,3,6,11558.55
762,12,22,22,4433.61
763,14,16,17,24254.37
764,2,30,27,8528.88
765,1,2,4,61990.89
766,9,3,6,6671.71
767,1,3,6,48836.82
768,14,14,15,38719.87
769,1,20,29,6185.82
770,1,2,2,13402.19
771,8,22,22,27649.75
772,14,27,24,25067.4
773,5,26,28,1137.83
774,11,1,3,25678.93
775,7,24,20,4955.15
776,13,15,16,4615.33
777,14,8,11,10054.76
778,4,8,11,9171.87
779,1,29,26,5161.35
780,13,23,23,10599.82
781,14,18,19,7847.96
782,10,7,10,8359.02
783,3,7,10,11285.78
784,11,2,2,5363.3
785,1,2,2,62218.9
786,15,13,14,15480.98
787,10,9,12,30566.43
788,7,10,13,2995.92
789,6,15,16,3313.93
790,9,3,6,14486.06
791,3,18,19,569.16
792,12,2,5,17916.35
793,14,26,28,1543.91
794,1,10,13,3356.55
795,6,21,30,41714.21
796,9,30,27,6770.31
797,1,1,1,4091.4
798,11,20,29,849.34
799,7,1,3,46680.94
800,14,11,7,38887.76
801,15,11,7,36177.53
802,11,7,10,7003.29
803,6,25,21,22311.16
804,5,27,24,10257.21
805,6,20,29,2735.06
806,6,1,3,15943.06
807,8,21,30,16035.0
808,14,8,11,12446.2
809,12,27,24,3078.99
810,6,2,4,63867.65
811,10,14,15,16337.54
812,11,3,6,14498.54
813,3,3,6,35360.7
814,7,9,12,48389.41
815,5,21,30,4059.51
816,15,10,13,5437.14
817,7,1,3,16739.12
818,9,21,30,44180.27
819,1,15,16,1443.21
820,9,23,23,32181.11
821,6,25,21,53947.17
822,3,7,10,6376.53
823,15,13,14,73249.22
824,7,6,9,48465.09
825,13,2,4,2774.16
826,3,21,30,43053.86
827,5,2,4,26893.05
828,6,26,28,3747.04
829,2,9,12,6725.08
830,4,11,7,910.79
831,8,29,26,44103.12
832,6,2,2,63829.89
833,10,2,5,3126.31
834,9,26,28,3404.56
835,9,27,24,16499.65
836,2,23,23,7273.01
837,14,17,18,19721.78
838,6,6,9,43705.31
839,1,15,16,1305.51
840,8,17,18,3731.27
841,8,22,22,19560.35
842,3,23,23,9580.45
843,12,9,12,56458.37
844,6,23,23,35276.82
845,7,2,4,29222.66
846,4,20,29,1907.68
847,5,17,18,19280.8
848,11,25,21,29136.61
849,14,6,9,60341.49
850,2,10,13,385.6
851,11,1,3,10316.38
852,2,2,5,23826.25
853,11,6,9,33573.45
854,9,12,8,16834.04
855,15,2,4,66648.84
856,13,18,19,6455.02
857,3,29,26,5367.66
858,14,22,22,16839.12
859,7,3,6,42316.79
860,4,2,5,1447.04
861,13,10,13,1844.99
862,8,29,26,31852.99
863,5,16,17,35439.69
864,8,2,4,32088.22
865,8,14,15,57507.1
866,9,20,29,3954.32
867,3,2,5,21066.91
868,6,28,25,53379.53
869,15,29,26,55781.16
870,10,10,13,3316.93
871,8,22,22,37456.82
872,7,9,12,59972.59
873,15,27,24,4023.13
874,1,14,15,64291.43
875,8,1,1,18190.74
876,5,12,8,20322.57
877,9,30,27,10516.99
878,13,30,27,49690.24
879,4,30,27,29511.67
880,1,1,3,39972.77
881,3,26,28,865.7
882,6,9,12,10770.01
883,15,3,6,11232.5
884,12,9,12,21931.66
885,11,28,25,17945.75
886,14,12,8,3296.78
887,6,29,26,27389.48
888,14,15,16,1711.39
889,8,25,21,7374.47
890,2,2,4,51235.15
891,1,22,22,9265.51
892,13,20,29,3875.34
893,7,12,8,3074.03
894,10,10,13,184.05
895,10,20,29,3798.0
896,3,28,25,38117.68
897,9,28,25,18397.07
898,9,25,21,30943.41
899,12,30,27,39580.74
900,2,20,29,2876.11
901,2,17,18,1920.65
902,3,10,13,3900.54
903,11,30,27,6309.04
904,5,26,28,1633.54
905,4,2,2,52447.56
906,10,26,28,410.21
907,3,30,27,43008.59
908,7,27,24,18000.77
909,4,22,22,7250.87
910,13,16,17,19706.19
911,12,12,8,16633.16
912,10,9,12,27959.43
913,7,18,19,1510.13
914,14,15,16,4291.85
915,9,30,27,23809.05
916,2,2,4,16316.87
917,5,16,17,55505.54
918,12,2,2,7578.03
919,15,2,4,37011.01
920,3,25,21,33791.94
921,1,25,21,37849.57
922,6,12,8,5404.56
923,11,2,2,28047.78
924,5,2,4,46543.21
925,4,29,26,61817.08
926,1,30,27,52945.88
927,11,2,5,18907.3
928,8,10,13,2162.27
929,3,21,30,25238.06
930,7,2,2,55423.54
931,9,1,1,4434.42
932,13,26,28,745.56
933,1,11,7,4472.62
934,1,21,30,51356.02
935,2,22,22,21859.55
936,9,10,13,4253.2
937,9,8,11,1874.46
938,10,7,10,6798.59
939,1,2,2,7352.17
940,10,26,28,1480.94
941,10,6,9,71406.19
942,8,7,10,7964.59
943,1,13,14,75101.72
944,14,9,12,61550.88
945,13,8,11,11996.22
946,7,6,9,26692.87
947,11,7,10,7079.3
948,1,25,21,29994.11
949,7,20,29,4365.76
950,13,10,13,8961.75
951,2,8,11,7589.74
952,11,3,6,11166.43
953,12,28,25,52357.33
954,5,27,24,15920.37
955,3,24,20,3083.4
956,8,2,2,28592.8
957,7,2,5,8237.07
958,9,10,13,9214.29
959,4,22,22,37895.38
960,5,17,18,11560.66
961,15,1,3,47580.67
962,12,21,30,69322.73
963,8,3,6,38312.73
964,1,23,23,53951.28
965,10,29,26,18111.88
966,2,15,16,4841.75
967,1,3,6,18617.74
968,7,25,21,56002.49
969,6,9,12,26983.68
970,1,28,25,45994.76
971,7,6,9,52870.38
972,2,30,27,66980.97
973,15,26,28,3152.44
974,7,21,30,37644.26
975,5,2,4,56436.0
976,3,25,21,32170.19
977,4,26,28,1340.47
978,2,20,29,4978.77
979,8,1,3,31424.35
980,10,18,19,10342.31
981,12,29,26,28519.01
982,13,11,7,38193.92
983,8,11,7,41927.95
984,12,6,9,75990.71
985,3,16,17,39314.58
986,14,11,7,6366.85
987,4,15,16,2972.09
988,8,30,27,12412.12
989,3,2,5,2937.3
990,11,26,28,2319.96
991,14,2,4,27220.24
992,6,15,16,3949.99
993,15,12,8,7402.58
994,9,2,4,18351.86
995,4,13,14,22522.14
996,4,30,27,33807.83
997,13,16,17,11203.13
998,9,20,29,4871.77
999,4,26,28,1674.07
1000,12,3,6,8050.86
1001,12,30,27,50827.78
1002,6,14,15,11625.49
1003,8,14,15,65366.47
1004,11,24,20,18345.76
1005,13,13,14,58424.35
1006,15,25,21,55090.76
1007,4,6,9,84101.34
1008,7,23,23,22688.19
1009,4,3,6,25437.24
1010,1,13,14,4535.01
1011,2,29,26,28303.92
1012,12,15,16,4040.36
1013,5,15,16,2078.76
1014,2,7,10,7946.67
1015,12,30,27,26990.19
1016,14,10,13,3629.17
1017,6,8,11,1751.05
1018,13,3,6,41217.9
1019,9,3,6,16033.03
1020,8,3,6,3812.15
1021,8,2,4,4439.09
1022,8,2,4,63529.73
1023,3,8,11,8686.2
1024,4,27,24,547.35
1025,5,24,20,26261.01
1026,10,18,19,7715.94
1027,1,12,8,25104.36
1028,1,29,26,42804.99
1029,12,13,14,42256.17
1030,12,12,8,19019.5
1031,11,21,30,59936.85
1032,15,18,19,11434.46
1033,7,27,24,17879.57
1034,11,2,5,7216.9
1035,4,25,21,32623.8
1036,12,26,28,1913.42
1037,6,24,20,19382.7
1038,8,27,24,13240.58
1039,10,18,19,13174.61
1040,12,8,11,7948.12
1041,5,2,4,54305.66
1042,5,26,28,1442.04
1043,10,29,26,35986.06
1044,9,16,17,11733.93
1045,7,6,9,56243.59
1046,7,10,13,6534.66
1047,6,17,18,7704.61
1048,3,10,13,4169.83
1049,15,2,2,39935.65
1050,5,30,27,6774.27
1051,5,14,15,39553.38
1052,15,24,20,6686.15
1053,4,21,30,52451.66
1054,2,1,1,18771.39
1055,5,26,28,3195.84
1056,8,28,25,16094.67
1057,7,8,11,7021.47
1058,2,1,3,34042.03
1059,4,14,15,63688.83
1060,11,6,9,80076.04
1061,9,20,29,3848.03
1062,6,13,14,43385.0
1063,12,3,6,35633.48
1064,5,28,25,6942.22
1065,12,11,7,4347.51
1066,11,9,12,9364.19
1067,9,29,26,26514.75
1068,5,21,30,70496.24
1069,10,12,8,10116.48
1070,10,12,8,29961.75
1071,9,11,7,14049.33
